RowIndex,ColumnName,Old,New,Reasons
168,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
171,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
173,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
176,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
178,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
180,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
181,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
182,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Next; Temt,No specific feedback provided.,off_topic
183,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; City Chic; Decjuba; Next; Rockmans; Temt; Valley Girl,No specific feedback provided.,off_topic
184,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; Decjuba; Next,No specific feedback provided.,off_topic
185,Name the clothing retailers you have NOT heard of before today?,Cotton On; Katies; Rockmans,No specific feedback provided.,off_topic
186,Name the clothing retailers you have NOT heard of before today?,ASOS; Iconic; Next; Seed,No specific feedback provided.,off_topic
187,Name the clothing retailers you have NOT heard of before today?,Autograph; Millers; Rivers; Temt,No specific feedback provided.,off_topic
188,Name the clothing retailers you have NOT heard of before today?,Autograph; Harris Scarfe; Next; Temt,No specific feedback provided.,off_topic
189,Name the clothing retailers you have NOT heard of before today?,Amazon; Bonds; Big W; Cotton On; Cotton On Kids; David Jones; Kmart,No specific feedback provided.,off_topic
190,Name the clothing retailers you have NOT heard of before today?,Autograph; Katies,No specific feedback provided.,short_or_nonanswer
191,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
192,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Harris Scarfe; Katies; Millers; Rockmans; Temt,No specific feedback provided.,off_topic
193,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
194,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
195,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Next; Temt,No specific feedback provided.,off_topic
196,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
197,Name the clothing retailers you have NOT heard of before today?,Autograph; Next,No specific feedback provided.,short_or_nonanswer
198,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
199,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Rockmans; Temt,No specific feedback provided.,off_topic
200,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
201,Name the clothing retailers you have NOT heard of before today?,ASOS; Decjuba; Next; Seed; Temt,No specific feedback provided.,off_topic
202,Name the clothing retailers you have NOT heard of before today?,Amazon; ASOS; Best&Less; Big W; Cotton On; Cotton On Kids; H&M; Kmart; Millers; Rockmans; Shein,No specific feedback provided.,off_topic
203,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
204,Name the clothing retailers you have NOT heard of before today?,boohoo; Decjuba; Seed; Temt,No specific feedback provided.,off_topic
205,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
206,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
207,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
208,Name the clothing retailers you have NOT heard of before today?,Decjuba,No specific feedback provided.,short_or_nonanswer
209,Name the clothing retailers you have NOT heard of before today?,Temt,No specific feedback provided.,short_or_nonanswer
210,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
211,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Next,No specific feedback provided.,off_topic
212,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
213,Name the clothing retailers you have NOT heard of before today?,boohoo,No specific feedback provided.,short_or_nonanswer
214,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
215,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
216,Name the clothing retailers you have NOT heard of before today?,ASOS,No specific feedback provided.,short_or_nonanswer
217,Name the clothing retailers you have NOT heard of before today?,ASOS; Decjuba; Next,No specific feedback provided.,short_or_nonanswer
218,Name the clothing retailers you have NOT heard of before today?,Autograph; H&M; Harris Scarfe; Temt,No specific feedback provided.,off_topic
219,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
220,Name the clothing retailers you have NOT heard of before today?,Autograph; Next,No specific feedback provided.,short_or_nonanswer
221,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
222,Name the clothing retailers you have NOT heard of before today?,Decjuba; Next,No specific feedback provided.,short_or_nonanswer
223,Name the clothing retailers you have NOT heard of before today?,boohoo; Decjuba; Jay Jays; Katies; Valley Girl,No specific feedback provided.,off_topic
224,Name the clothing retailers you have NOT heard of before today?,Cotton On Kids; Decjuba; H&M; Katies; Next; Seed; Sussan; Temt,No specific feedback provided.,off_topic
225,Name the clothing retailers you have NOT heard of before today?,Next,No specific feedback provided.,short_or_nonanswer
226,Name the clothing retailers you have NOT heard of before today?,Autograph; Harris Scarfe; Next; Temt,No specific feedback provided.,off_topic
227,Name the clothing retailers you have NOT heard of before today?,Autograph; Harris Scarfe,No specific feedback provided.,off_topic
228,Name the clothing retailers you have NOT heard of before today?,Autograph; Best&Less; boohoo; City Chic; Jay Jays; Katies; Millers; Rivers; Rockmans; Temt; Valley Girl,No specific feedback provided.,off_topic
229,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; City Chic; Decjuba; Jay Jays; Katies; Millers; Next; Rivers; Rockmans; Seed; Shein; Sussan; Temt; Valley Girl,No specific feedback provided.,off_topic
230,Name the clothing retailers you have NOT heard of before today?,Autograph; Harris Scarfe; Katies; Next; Seed; Temt,No specific feedback provided.,off_topic
231,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba,No specific feedback provided.,short_or_nonanswer
232,Name the clothing retailers you have NOT heard of before today?,ASOS; Decjuba; Next,No specific feedback provided.,short_or_nonanswer
233,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
234,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
235,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
236,Name the clothing retailers you have NOT heard of before today?,Decjuba; Temt,No specific feedback provided.,short_or_nonanswer
237,Name the clothing retailers you have NOT heard of before today?,Decjuba,No specific feedback provided.,short_or_nonanswer
238,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
239,Name the clothing retailers you have NOT heard of before today?,boohoo,No specific feedback provided.,short_or_nonanswer
244,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
247,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
252,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
255,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
261,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
277,Name the clothing retailers you have NOT heard of before today?,Amazon; ASOS; Autograph; City Chic; David Jones; Decjuba; eBay; H&M; Harris Scarfe; Katies; Next; Rivers; Seed; Sussan; Temt; Valley Girl,No specific feedback provided.,off_topic
279,Name the clothing retailers you have NOT heard of before today?,Autograph; David Jones; Decjuba; Harris Scarfe; Katies; Lowes; Millers; Next; Seed; Sussan; Temt; Valley Girl,No specific feedback provided.,off_topic
287,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; City Chic; David Jones; Decjuba; H&M; Next; Seed; Temt; Valley Girl,No specific feedback provided.,off_topic
292,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
294,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
297,Name the clothing retailers you have NOT heard of before today?,Amazon; ASOS; Autograph; boohoo; City Chic; Cotton On Kids; Decjuba; H&M; Harris Scarfe; Iconic; Next; Seed; Shein; Temt,No specific feedback provided.,off_topic
301,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
302,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
308,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
311,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
312,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
313,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
315,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
319,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
322,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
325,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
326,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
329,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
332,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
338,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
342,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
344,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
345,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
351,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
356,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
357,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
360,Name the clothing retailers you have NOT heard of before today?,Best&Less; Kmart; Shein; Target,Best & Less; Kmart; Shein; Target,off_topic
362,Name the clothing retailers you have NOT heard of before today?,Amazon; Kmart,No specific feedback provided.,short_or_nonanswer
369,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
370,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; Decjuba; H&M,No specific feedback provided.,off_topic
376,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
377,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
388,Name the clothing retailers you have NOT heard of before today?,Lowes,No specific feedback provided.,short_or_nonanswer
397,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
409,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
410,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
411,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
412,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
420,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
423,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
424,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
439,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
441,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
445,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
449,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
450,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
457,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
461,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
463,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
466,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
472,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
474,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
476,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
477,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
480,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
481,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; City Chic; Decjuba; Rivers; Rockmans; Shein; Temt,No specific feedback provided.,off_topic
482,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
483,Name the clothing retailers you have NOT heard of before today?,ASOS; Decjuba; Iconic; Next; Seed; Temt; Valley Girl,No specific feedback provided.,off_topic
484,Name the clothing retailers you have NOT heard of before today?,Next,No specific feedback provided.,short_or_nonanswer
485,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; City Chic; Decjuba; Jay Jays; Next; Rivers; Rockmans; Seed; Temt,No specific feedback provided.,off_topic
486,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
487,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; City Chic; Decjuba; H&M; Jay Jays; Next; Seed; Valley Girl,No specific feedback provided.,off_topic
488,Name the clothing retailers you have NOT heard of before today?,Autograph; Millers,No specific feedback provided.,short_or_nonanswer
489,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Temt,No specific feedback provided.,off_topic
490,Name the clothing retailers you have NOT heard of before today?,Autograph,No specific feedback provided.,short_or_nonanswer
491,Name the clothing retailers you have NOT heard of before today?,Autograph; Seed,No specific feedback provided.,short_or_nonanswer
492,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; Decjuba; Harris Scarfe; Iconic; Seed; Temt,No specific feedback provided.,off_topic
493,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; City Chic; Decjuba; H&M; Iconic; Next; Rockmans; Seed; Temt; Valley Girl,No specific feedback provided.,off_topic
494,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; boohoo; Next; Shein; Temt; Valley Girl,No specific feedback provided.,off_topic
495,Name the clothing retailers you have NOT heard of before today?,boohoo; Decjuba; Seed,No specific feedback provided.,off_topic
496,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Temt,No specific feedback provided.,off_topic
497,Name the clothing retailers you have NOT heard of before today?,Autograph; City Chic; Jay Jays; Millers; Shein; Temt; Valley Girl,No specific feedback provided.,off_topic
498,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
499,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
500,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Next,No specific feedback provided.,off_topic
501,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
502,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; Decjuba; H&M; Next; Seed,No specific feedback provided.,off_topic
504,Name the clothing retailers you have NOT heard of before today?,boohoo; Temt,No specific feedback provided.,short_or_nonanswer
505,Name the clothing retailers you have NOT heard of before today?,Autograph; Next,No specific feedback provided.,short_or_nonanswer
507,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
509,Name the clothing retailers you have NOT heard of before today?,Autograph; Millers,No specific feedback provided.,short_or_nonanswer
510,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Temt; Valley Girl,No specific feedback provided.,off_topic
511,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo; Iconic; Temt,No specific feedback provided.,off_topic
512,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
513,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Seed; Shein,No specific feedback provided.,off_topic
515,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Katies; Next; Seed; Temt,No specific feedback provided.,off_topic
516,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
518,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
519,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; Harris Scarfe; Iconic,No specific feedback provided.,off_topic
520,Name the clothing retailers you have NOT heard of before today?,ASOS; Autograph; Decjuba; Seed; Temt,No specific feedback provided.,off_topic
521,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
523,Name the clothing retailers you have NOT heard of before today?,ASOS; boohoo; Decjuba; Iconic; Next; Seed,No specific feedback provided.,off_topic
524,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Next,No specific feedback provided.,off_topic
525,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
527,Name the clothing retailers you have NOT heard of before today?,boohoo; Millers; Next; Temt,No specific feedback provided.,off_topic
528,Name the clothing retailers you have NOT heard of before today?,Next,No specific feedback provided.,short_or_nonanswer
529,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
530,Name the clothing retailers you have NOT heard of before today?,ASOS; Decjuba; Next,No specific feedback provided.,short_or_nonanswer
531,Name the clothing retailers you have NOT heard of before today?,Autograph; Harris Scarfe; Millers; Next; Rivers; Rockmans,No specific feedback provided.,off_topic
532,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
533,Name the clothing retailers you have NOT heard of before today?,Amazon; ASOS; Autograph; boohoo; City Chic; Cotton On Kids; Decjuba; Next; Temt; Valley Girl,No specific feedback provided.,off_topic
534,Name the clothing retailers you have NOT heard of before today?,Next,No specific feedback provided.,short_or_nonanswer
535,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
536,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
537,Name the clothing retailers you have NOT heard of before today?,ASOS; boohoo; Decjuba; Seed; Temt,No specific feedback provided.,off_topic
538,Name the clothing retailers you have NOT heard of before today?,Autograph; boohoo,No specific feedback provided.,short_or_nonanswer
539,Name the clothing retailers you have NOT heard of before today?,Autograph; Decjuba; Next; Temt,No specific feedback provided.,off_topic
540,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
541,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
551,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
552,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
557,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
562,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
563,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
564,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
567,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
568,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
570,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
572,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
573,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
575,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
576,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
578,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
581,Name the clothing retailers you have NOT heard of before today?,I've heard of ALL of  these stores before,No specific feedback provided.,off_topic
